SK_ID_CURR,EXT_SOURCE_2,DAYS_BIRTH,AMT_CREDIT,AMT_ANNUITY,DAYS_EMPLOYED,DAYS_ID_PUBLISH,DAYS_LAST_PHONE_CHANGE,DAYS_REGISTRATION,REGION_POPULATION_RELATIVE,AMT_INCOME_TOTAL,CODE_GENDER_F,NAME_EDUCATION_TYPE_Highereducation,NAME_CONTRACT_TYPE_Cashloans,HOUR_APPR_PROCESS_START,REGION_RATING_CLIENT,NAME_FAMILY_STATUS_Married,DEF_30_CNT_SOCIAL_CIRCLE,FLAG_DOCUMENT_3,OBS_30_CNT_SOCIAL_CIRCLE,NAME_INCOME_TYPE_Working,REG_CITY_NOT_LIVE_CITY,ORGANIZATION_TYPE_Selfemployed,NAME_EDUCATION_TYPE_Secondarysecondaryspecial,FLAG_DOCUMENT_18,FLAG_WORK_PHONE,OCCUPATION_TYPE_Corestaff,NAME_INCOME_TYPE_Stateservant,FLAG_DOCUMENT_13,ORGANIZATION_TYPE_Construction,OCCUPATION_TYPE_Drivers,ORGANIZATION_TYPE_Military,OCCUPATION_TYPE_Laborers,FLAG_DOCUMENT_16,ORGANIZATION_TYPE_Industrytype9,ORGANIZATION_TYPE_BusinessEntityType3,WALLSMATERIAL_MODE_Panel,ORGANIZATION_TYPE_Transporttype3,CODE_GENDER_M,OCCUPATION_TYPE_Highskilltechstaff
348749,0.2440078209202131,-10213.0,142200.0,9387.0,-2189.0,-2097.0,0.0,-4426.0,0.022625,112500.0,1.0,0.0,1.0,11.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231383,0.7838283816775964,-22488.0,765000.0,38250.0,-6928.0,-4074.0,-1909.0,-12499.0,0.032561,256500.0,1.0,0.0,0.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
119647,0.142870887589952,-12178.0,454500.0,17739.0,-931.0,-4449.0,-496.0,-2948.0,0.030755,45000.0,1.0,0.0,1.0,9.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257374,0.5404883358234642,-22634.0,781920.0,33259.5,365243.0,-4192.0,-1191.0,-9895.0,0.020246,292500.0,1.0,0.0,1.0,11.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305211,0.6572714882743836,-23476.0,824823.0,24246.0,365243.0,-4466.0,-618.0,-3955.0,0.016612,157500.0,1.0,1.0,1.0,13.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153812,0.3420278293317465,-24101.0,225000.0,15790.5,365243.0,-4264.0,-867.0,-14240.0,0.0145199999999999,85500.0,1.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149325,0.7081894379461231,-9664.0,755190.0,38610.0,-817.0,-2332.0,-1118.0,-4442.0,0.008068,270000.0,0.0,0.0,1.0,10.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
404667,0.344477840791565,-10366.0,503676.0,34200.0,-321.0,-2325.0,0.0,-610.0,0.007305,112500.0,1.0,1.0,1.0,10.0,3.0,1.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114238,0.1173011930750817,-8544.0,270045.0,30595.5,365243.0,-1223.0,0.0,-8507.0,0.016612,247500.0,1.0,1.0,1.0,14.0,2.0,1.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373414,0.4093357995240928,-13987.0,339241.5,16627.5,-778.0,-3510.0,-635.0,-203.0,0.020713,112500.0,1.0,0.0,1.0,6.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
188388,0.5549077290439568,-22783.0,500490.0,48888.0,-1329.0,-4319.0,-2049.0,-1071.0,0.035792,202500.0,1.0,1.0,1.0,12.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231929,0.360396242872698,-10836.0,1024740.0,52452.0,-830.0,-380.0,0.0,-6092.0,0.0116569999999999,67500.0,1.0,0.0,1.0,15.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
288831,0.6435746820189508,-10801.0,375322.5,20488.5,-1511.0,-3078.0,-1210.0,-1821.0,0.008575,171000.0,1.0,0.0,1.0,10.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111556,0.2265068731262381,-17096.0,927000.0,30766.5,-1359.0,-624.0,0.0,-3388.0,0.028663,315000.0,0.0,0.0,1.0,8.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
199643,0.6180836881053707,-13634.0,675000.0,34465.5,-6344.0,-4627.0,-915.0,-6664.0,0.015221,135000.0,1.0,1.0,1.0,12.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
120657,0.2918181951717679,-13099.0,713889.0,56533.5,-848.0,-5379.0,-300.0,-1374.0,0.022625,202500.0,1.0,1.0,1.0,16.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439579,0.6753357647890695,-20885.0,360000.0,18000.0,365243.0,-590.0,-117.0,-7898.0,0.01885,135000.0,1.0,0.0,0.0,15.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361223,0.1447475472488587,-22441.0,518562.0,20695.5,365243.0,-4586.0,-660.0,-5231.0,0.035792,180000.0,1.0,1.0,1.0,12.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345983,0.5052444440705988,-22342.0,1710000.0,59566.5,365243.0,-4385.0,-1163.0,-6433.0,0.026392,225000.0,0.0,0.0,1.0,10.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
284103,0.5733217116721889,-14374.0,225000.0,17775.0,-2310.0,-4769.0,-1161.0,-1840.0,0.0066709999999999,180000.0,1.0,0.0,1.0,13.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
280677,0.6621951009056665,-13297.0,225000.0,12334.5,-1883.0,-3214.0,-2139.0,-3694.0,0.026392,135000.0,1.0,1.0,1.0,10.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
378518,0.5095076687861732,-15869.0,405000.0,20250.0,-2821.0,-1374.0,-667.0,-7868.0,0.019101,202500.0,1.0,0.0,0.0,17.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
425522,0.6262875645956664,-19087.0,247500.0,12766.5,-926.0,-2641.0,-968.0,-755.0,0.030755,150750.0,1.0,0.0,1.0,10.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390314,0.6193888129118037,-21588.0,808650.0,23305.5,365243.0,-3921.0,-1077.0,-833.0,0.01885,229500.0,1.0,0.0,1.0,12.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160738,0.7290527196773077,-11558.0,545040.0,26509.5,-1784.0,-2571.0,-1778.0,-5270.0,0.00496,157500.0,1.0,1.0,1.0,17.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389904,0.7179689859068571,-10847.0,254700.0,20119.5,-696.0,-2773.0,-228.0,-687.0,0.01885,72000.0,1.0,1.0,1.0,12.0,2.0,1.0,0.0,1.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123258,0.4720841737865462,-11175.0,202500.0,10125.0,-783.0,-2607.0,-2202.0,-1272.0,0.031329,112500.0,1.0,1.0,0.0,12.0,2.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152796,0.5143926741308462,-8643.0,254700.0,27022.5,-706.0,-974.0,-474.0,-2801.0,0.025164,112500.0,0.0,1.0,1.0,15.0,2.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
134391,0.2650475600360688,-9337.0,592560.0,32274.0,-744.0,-1626.0,-1020.0,-4211.0,0.007114,157500.0,0.0,0.0,1.0,17.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
349402,0.502418232531289,-15138.0,339241.5,12919.5,-172.0,-4493.0,0.0,-9101.0,0.035792,117000.0,1.0,0.0,1.0,13.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196937,0.630240460872275,-12585.0,675000.0,28728.0,-3754.0,-488.0,-2249.0,-471.0,0.028663,166500.0,1.0,0.0,1.0,15.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
292484,0.7459853425075461,-13034.0,781920.0,39852.0,-6358.0,-4438.0,-1497.0,-3733.0,0.022625,157500.0,1.0,0.0,1.0,9.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
160044,0.7559949586835784,-16174.0,1223010.0,48501.0,-2141.0,-4447.0,-1733.0,-8777.0,0.04622,180000.0,0.0,0.0,1.0,12.0,1.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
138523,0.7630599736275052,-19607.0,651600.0,26289.0,-7875.0,-888.0,0.0,-9036.0,0.010032,157500.0,1.0,0.0,1.0,5.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209865,0.5980067070095784,-18970.0,675000.0,20596.5,365243.0,-2506.0,-475.0,-7313.0,0.028663,130500.0,1.0,0.0,1.0,11.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297401,0.2487296976618488,-23428.0,269550.0,11547.0,365243.0,-3400.0,0.0,-9512.0,0.035792,28350.0,1.0,0.0,1.0,11.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155773,0.7577895556996982,-15755.0,125640.0,6943.5,-291.0,-2260.0,-836.0,-9772.0,0.072508,180000.0,1.0,0.0,1.0,10.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
387025,0.4273561277108668,-17730.0,382500.0,14418.0,-976.0,-1292.0,-1329.0,-620.0,0.030755,2025000.0,1.0,0.0,1.0,11.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337101,0.0507204666212849,-8940.0,360000.0,18000.0,-2248.0,-1443.0,-459.0,-8927.0,0.072508,202500.0,1.0,1.0,0.0,13.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
322386,0.7032301699773443,-11290.0,900000.0,35824.5,-1033.0,-712.0,-1641.0,-255.0,0.010006,202500.0,0.0,1.0,1.0,11.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
338300,0.5885936894845518,-8862.0,301500.0,18445.5,-716.0,-1526.0,-889.0,-8468.0,0.010643,180000.0,1.0,0.0,1.0,15.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
379443,0.6847183766793794,-15888.0,1255680.0,41629.5,-369.0,-4476.0,-1.0,-8405.0,0.031329,315000.0,0.0,0.0,1.0,11.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
129426,0.0486525757897778,-11420.0,440784.0,34825.5,-743.0,-2514.0,-128.0,-627.0,0.010147,112500.0,0.0,0.0,1.0,12.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
277039,0.7286983662403449,-17009.0,719946.0,39186.0,-1889.0,-546.0,-4066.0,-9554.0,0.072508,315000.0,0.0,0.0,1.0,12.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
450086,0.6318798514022417,-11833.0,1078200.0,31653.0,-1659.0,-4172.0,0.0,-53.0,0.025164,202500.0,0.0,0.0,1.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
276602,0.2445043284100984,-21199.0,354276.0,10872.0,365243.0,-4164.0,-2.0,-3955.0,0.007305,135000.0,1.0,0.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138400,0.3391351766587919,-15588.0,247500.0,13423.5,-215.0,-1831.0,-472.0,-2533.0,0.018634,225000.0,0.0,1.0,1.0,21.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
211463,0.7068046717196228,-10876.0,468733.5,30649.5,-2396.0,-3497.0,-1557.0,-528.0,0.032561,225000.0,0.0,1.0,1.0,13.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
114666,0.7479197144623475,-18114.0,239850.0,23850.0,-11342.0,-1651.0,-953.0,-10847.0,0.018634,67500.0,1.0,0.0,1.0,9.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124477,0.3299975832132819,-22111.0,1129500.0,31059.0,365243.0,-4059.0,-1583.0,-2089.0,0.01885,211500.0,1.0,0.0,1.0,9.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165205,0.5424103148029789,-14314.0,562500.0,25546.5,-5835.0,-4689.0,-621.0,-2496.0,0.028663,270000.0,1.0,1.0,1.0,11.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
343760,0.7498689059346317,-14316.0,254700.0,27558.0,-2240.0,-4220.0,-2190.0,-426.0,0.022625,180000.0,0.0,1.0,1.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
140623,0.3754526358645565,-13813.0,167121.0,15457.5,-105.0,-3159.0,0.0,-7620.0,0.002042,148500.0,1.0,0.0,1.0,14.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143311,0.4945461380443175,-15941.0,343800.0,13090.5,-957.0,-4399.0,-2368.0,-7898.0,0.035792,126000.0,1.0,0.0,1.0,11.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185989,0.2629358786975408,-21525.0,1125000.0,32895.0,365243.0,-4883.0,-477.0,-9803.0,0.007114,112500.0,0.0,0.0,1.0,14.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
298045,0.4884906348514858,-14357.0,685012.5,33084.0,-4435.0,-4777.0,-1961.0,-3297.0,0.01885,157500.0,1.0,1.0,1.0,13.0,2.0,1.0,0.0,1.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
